Motif	Factor	Evidence	Curated
M00181_2.00	esrrd	PBM	N
M00181_2.00	rargb	PBM	N
M00181_2.00	nr4a2a	PBM	N
M00181_2.00	rorab	PBM	N
M00181_2.00	nr5a1b	PBM	N
M00181_2.00	rxrab	PBM	N
M00181_2.00	nr2f1b	PBM	N
M00181_2.00	rorcb	PBM	N
M00181_2.00	nr2f5	PBM	N
M00181_2.00	rxrgb	PBM	N
M00181_2.00	roraa	PBM	N
M00181_2.00	nr6a1a	PBM	N
M00181_2.00	pparab	PBM	N
M00181_2.00	nr2f6b	PBM	N
M00181_2.00	thraa	PBM	N
M00181_2.00	nr4a2b	PBM	N
M00181_2.00	rorc	PBM	N
M00181_2.00	nr2f6a	PBM	N
M00181_2.00	nr5a2	PBM	N
M00181_2.00	nr4a1	PBM	N
M00181_2.00	nr2f1a	PBM	N
M00181_2.00	nr4a3	PBM	N
M00181_2.00	thrab	PBM	N
M00181_2.00	pparg	PBM	N
M00181_2.00	rorb	PBM	N
M00181_2.00	pparda	PBM	N
M00181_2.00	raraa	PBM	N
M00181_2.00	pparaa	PBM	N
M00181_2.00	nr2c1	PBM	N
M00181_2.00	thrb	PBM	N
M00182_2.00	nr6a1b	PBM	N
M00182_2.00	nr2c1	PBM	N
M00182_2.00	nr2f6a	PBM	N
M00182_2.00	nr2e1	PBM	N
M00182_2.00	nr2f6b	PBM	N
M00182_2.00	nr2f1b	PBM	N
M00182_2.00	rxrbb	PBM	N
M00182_2.00	nr2f5	PBM	N
M00182_2.00	nr6a1a	PBM	N
M00182_2.00	hnf4a	PBM	N
M00182_2.00	rxrba	PBM	N
M00182_2.00	hnf4g	PBM	N
M00182_2.00	CABZ01057488.2	PBM	N
M00182_2.00	nr2f1a	PBM	N
M00183_2.00	esrrga	PBM	N
M00183_2.00	esr1	PBM	N
M00183_2.00	esrrgb	PBM	N
M00183_2.00	esrra	PBM	N
M00183_2.00	esr2a	PBM	N
M00183_2.00	esrrd	PBM	N
M00183_2.00	esr2b	PBM	N
M00183_2.00	esrrb	PBM	N
M00184_2.00	rorc	PBM	N
M00184_2.00	raraa	PBM	N
M00184_2.00	rxrbb	PBM	N
M00184_2.00	nr2f5	PBM	N
M00184_2.00	pparaa	PBM	N
M00184_2.00	esr1	PBM	N
M00184_2.00	nr1h3	PBM	N
M00184_2.00	nr1d2a	PBM	N
M00184_2.00	rorb	PBM	N
M00184_2.00	nr1d1	PBM	N
M00184_2.00	nr2f6b	PBM	N
M00184_2.00	nr4a3	PBM	N
M00184_2.00	pparg	PBM	N
M00184_2.00	nr6a1a	PBM	N
M00184_2.00	nr5a2	PBM	N
M00184_2.00	nr4a2b	PBM	N
M00184_2.00	nr2f6a	PBM	N
M00184_2.00	pparda	PBM	N
M00184_2.00	rxrgb	PBM	N
M00184_2.00	rarab	PBM	N
M00184_2.00	nr2c2	PBM	N
M00184_2.00	rorcb	PBM	N
M00184_2.00	nr1h4	PBM	N
M00184_2.00	hnf4a	PBM	N
M00184_2.00	nr1d4b	PBM	N
M00184_2.00	esr2b	PBM	N
M00184_2.00	rxrab	PBM	N
M00184_2.00	nr1h5	PBM	N
M00184_2.00	nr4a2a	PBM	N
M00184_2.00	CABZ01057488.2	PBM	N
M00184_2.00	esr2a	PBM	N
M00184_2.00	roraa	PBM	N
M00184_2.00	rxraa	PBM	N
M00184_2.00	nr6a1b	PBM	N
M00184_2.00	hnf4g	PBM	N
M00184_2.00	nr1d2b	PBM	N
M00184_2.00	rorca	PBM	N
M00184_2.00	nr1d4a	PBM	N
M00184_2.00	rarga	PBM	N
M00184_2.00	ppardb	PBM	N
M00184_2.00	thrb	PBM	N
M00184_2.00	nr5a5	PBM	N
M00184_2.00	rxrba	PBM	N
M00184_2.00	FQ311895.1	PBM	N
M00184_2.00	nr2f1b	PBM	N
M00184_2.00	pparab	PBM	N
M00184_2.00	rargb	PBM	N
M00184_2.00	nr2c1	PBM	N
M00184_2.00	thraa	PBM	N
M00184_2.00	rorab	PBM	N
M00184_2.00	nr2f1a	PBM	N
M00184_2.00	nr4a1	PBM	N
M00184_2.00	thrab	PBM	N
M00185_2.00	rxrba	PBM	N
M00185_2.00	nr2f6b	PBM	N
M00185_2.00	rxrbb	PBM	N
M00185_2.00	nr1d2a	PBM	N
M00185_2.00	nr1d2b	PBM	N
M00185_2.00	nr1d4a	PBM	N
M00185_2.00	rxraa	PBM	N
M00185_2.00	nr1h5	PBM	N
M00185_2.00	rarga	PBM	N
M00185_2.00	nr1d4b	PBM	N
M00185_2.00	esr2b	PBM	N
M00185_2.00	rarab	PBM	N
M00185_2.00	rorcb	PBM	N
M00185_2.00	nr1h4	PBM	N
M00185_2.00	nr2f1b	PBM	N
M00185_2.00	esr1	PBM	N
M00185_2.00	nr6a1b	PBM	N
M00185_2.00	pparab	PBM	N
M00185_2.00	raraa	PBM	N
M00185_2.00	roraa	PBM	N
M00185_2.00	rorab	PBM	N
M00185_2.00	esr2a	PBM	N
M00185_2.00	ppardb	PBM	N
M00185_2.00	pparda	PBM	N
M00185_2.00	rxrab	PBM	N
